Quadrilateral Vertex: [ x y z ] , Closest Triangle Face Vertices: [ x y z ]
[  3.78821  30.2801  707.198  ] , [ 2.71208 30.7857 707.187988 ] [ 3.9993 30.8249 707.346985 ] [ 3.60803 30.650101 706.434998 ]
[5.99691e+00 1.64553e-01 7.10141e+02] , [ 6.35287 -1.41631 709.335999 ] [ 7.15834 -0.338028 709.934998 ] [ 7.04495 1.0699 711.08197 ]
[ 10.4873    5.06636 708.407  ] , [ 10.0953 3.93591 709.01001 ] [ 10.4481 5.36563 707.700012 ] [ 11.063 5.19604 708.929016 ]
[ -9.40355  26.6254  705.921  ] , [ -10.6551 26.7945 705.757996 ] [ -9.49496 26.227699 704.859985 ] [ -9.9777 25.981199 706.208008 ]
[  3.37128  -3.58975 709.282  ] , [ 4.94138 -4.52003 708.713013 ] [ 4.28624 -2.96535 709.11499 ] [ 2.76978 -3.68884 708.890991 ]
[  1.49623  -2.54288 709.344  ] , [ 1.90438 -2.74659 709.08197 ] [ 1.15843 -1.84556 709.780029 ] [ -0.818943 -2.28034 709.307983 ]
[ 6.85593e+00 -4.45118e-01  7.08938e+02] , [ 7.15834 -0.338028 709.934998 ] [ 6.35287 -1.41631 709.335999 ] [ 8.75204 -0.031612 709.14502 ]
[-11.4128    6.29016 708.602  ] , [ -11.0866 6.31064 707.426025 ] [ -11.5894 5.92433 709.226013 ] [ -11.9815 6.86125 709.328979 ]
[  7.63746  27.233   707.782  ] , [ 8.33649 27.473101 706.684998 ] [ 6.06447 28.1306 706.034973 ] [ 8.37197 28.1038 707.744019 ]
[ -1.28728  -4.45245 708.204  ] , [ -0.818943 -2.28034 709.307983 ] [ -2.57904 -3.04351 708.901001 ] [ -3.49676 -4.27267 708.236023 ]
[  0.952137  -6.68509  708.325   ] , [ -1.80842 -7.72457 708.030029 ] [ 1.15364 -7.23138 708.314026 ] [ 2.141 -4.76571 708.781982 ]
[ 4.75122e+00 -6.92159e-01  7.10523e+02] , [ 4.76723 -0.018859 710.846985 ] [ 3.83276 -0.98053 710.278015 ] [ 4.71272 -0.94942 710.150024 ]
[5.32424e+00 6.41270e-01 7.11203e+02] , [ 4.76723 -0.018859 710.846985 ] [ 7.04495 1.0699 711.08197 ] [ 5.55524 1.35724 711.939026 ]
[  5.30127  -6.18829 709.408  ] , [ 5.31503 -6.91864 708.366028 ] [ 5.38073 -5.86463 708.549011 ] [ 4.33112 -6.27925 708.60199 ]
[  5.50488  -2.07613 710.532  ] , [ 6.35287 -1.41631 709.335999 ] [ 4.71272 -0.94942 710.150024 ] [ 4.86754 -1.96591 709.489014 ]
[  7.94373   -0.971256 707.519   ] , [ 9.23728 -0.97795 707.531982 ] [ 8.75204 -0.031612 709.14502 ] [ 8.06547 -1.56759 707.846008 ]
[-10.3687    1.10428 707.854  ] , [ -10.5515 0.983984 707.828003 ] [ -9.47893 2.01845 709.13501 ] [ -11.0945 1.39025 707.330017 ]
[ -7.5874   -1.94587 707.88   ] , [ -9.05379 -1.06742 707.883972 ] [ -8.5436 -2.23034 706.999023 ] [ -7.47201 -1.92205 707.927002 ]
[  6.06728  -2.85451 708.756  ] , [ 5.08226 -3.45541 708.828003 ] [ 6.41478 -3.90327 707.932983 ] [ 6.03412 -2.61543 708.689026 ]
[  9.76903   4.11149 705.632  ] , [ 10.0053 3.05328 705.752991 ] [ 10.0113 3.28068 704.679993 ] [ 10.6833 3.38204 706.114014 ]
[ 10.4858    5.93528 704.171  ] , [ 10.401 5.88856 706.203003 ] [ 10.7834 4.8727 705.497986 ] [ 10.491 6.12331 703.429993 ]
[-12.5457   9.6394 706.208 ] , [ -12.1431 8.9806 706.630005 ] [ -12.6213 9.56943 706.861023 ] [ -12.5325 9.9756 705.90802 ]
[ 12.3152  16.075  708.593 ] , [ 12.5153 16.1749 709.661011 ] [ 12.3019 15.8078 708.627991 ] [ 11.9887 17.1817 708.142029 ]
[ 11.6586  13.433  706.423 ] , [ 11.8456 13.2283 707.822998 ] [ 11.5216 13.2438 705.768005 ] [ 11.366 14.3845 705.987 ]
[  2.86904  -9.89388 709.332  ] , [ 3.48326 -9.13016 707.875 ] [ 2.20324 -7.88268 708.241028 ] [ 2.5895 -10.4506 707.72699 ]
[  6.69884   2.52838 704.81   ] , [ 6.15466 1.89669 705.33197 ] [ 5.73512 2.22342 703.948975 ] [ 6.17204 2.79399 705.075989 ]
[-10.6456    3.98189 705.486  ] , [ -10.2011 4.16904 705.22699 ] [ -10.3261 3.53497 705.622009 ] [ -10.2744 4.09615 707.257996 ]
[-13.7484  15.4253 706.827 ] , [ -14.5033 14.5501 707.95697 ] [ -13.2972 16.0026 706.195984 ] [ -13.2718 14.4038 705.164001 ]
[-12.6855  19.8662 704.708 ] , [ -12.0278 19.8839 704.35199 ] [ -11.9869 19.378201 704.458008 ] [ -12.8272 19.930201 705.411011 ]
[-10.037   23.2362 705.462 ] , [ -9.54868 24.3169 705.132996 ] [ -10.2198 22.976101 704.565979 ] [ -11.0247 21.8911 705.046997 ]
[ -5.54438  29.2033  704.075  ] , [ -5.7892 29.456499 704.257996 ] [ -4.58538 29.560801 704.122986 ] [ -4.49456 28.565599 702.651978 ]
[ -1.57575  -9.29857 708.756  ] , [ -2.55992 -10.9245 707.083984 ] [ -1.02897 -10.0002 707.713989 ] [ -1.35575 -8.62426 707.825989 ]
[ 10.4197    7.94916 706.265  ] , [ 10.604 8.61811 707.645996 ] [ 10.5325 7.67555 706.47998 ] [ 10.4051 7.96733 705.320007 ]
[ 12.2739  20.4682 706.46  ] , [ 12.0896 20.756599 707.445007 ] [ 12.9109 20.4328 706.705017 ] [ 11.9504 20.6807 706.01001 ]
[  8.63865  22.0178  705.837  ] , [ 9.82597 21.750601 706.835999 ] [ 8.69297 21.9583 705.252014 ] [ 7.96768 23.211399 706.067017 ]
[ -9.5915  23.7963 702.448 ] , [ -10.8604 23.8097 701.72998 ] [ -9.21163 23.573299 702.776978 ] [ -10.0396 23.974899 701.682983 ]
[ -4.11286  -6.44817 706.826  ] , [ -3.40272 -8.56367 707.038025 ] [ -3.62442 -5.74285 707.689026 ] [ -4.32943 -6.36459 706.780029 ]
[ -5.25708  -3.61672 706.796  ] , [ -5.13691 -3.98119 707.155029 ] [ -6.17878 -3.84424 706.947021 ] [ -6.20707 -4.65928 705.932007 ]
[-6.40535e+00  6.25412e-01  7.04626e+02] , [ -6.13446 1.28349 705.302979 ] [ -5.34195 0.901669 705.03302 ] [ -6.52564 -0.113578 705.468018 ]
[  6.45726   4.43082 703.204  ] , [ 7.02525 5.03055 702.906982 ] [ 6.57866 4.86456 703.59198 ] [ 5.5841 4.7972 702.651978 ]
[ -5.25361  -1.13739 704.048  ] , [ -5.34167 -0.882938 704.23999 ] [ -4.75473 -1.99592 703.189026 ] [ -5.46243 -2.08419 703.567993 ]
[5.75471e+00 7.30709e-02 7.04135e+02] , [ 6.13446 -1.86478 703.73999 ] [ 6.07684 0.823863 704.333984 ] [ 6.23449 0.138935 704.611023 ]
[  6.58531  25.6759  703.806  ] , [ 6.23724 26.153099 703.619995 ] [ 6.82436 25.626499 704.58197 ] [ 6.25731 25.418501 703.862 ]
[  2.61557  28.6705  703.48   ] , [ 3.11118 28.167601 703.833008 ] [ 2.33967 27.2724 702.005981 ] [ 2.2055 28.5872 703.68103 ]
[ -0.881901 -10.1094   706.51    ] , [ -0.174446 -11.805 707.211975 ] [ -1.02897 -10.0002 707.713989 ] [ -2.55992 -10.9245 707.083984 ]
[  6.79375  -5.77903 706.652  ] , [ 6.59846 -4.96164 707.695984 ] [ 7.01608 -6.07432 706.515015 ] [ 7.04638 -3.92614 706.85498 ]
[-12.4801    6.91729 703.312  ] , [ -12.3819 5.96825 702.487 ] [ -11.7782 6.38543 704.552002 ] [ -12.6306 7.27726 703.445007 ]
[-13.2993  13.2193 703.552 ] , [ -12.8571 11.8733 703.494995 ] [ -12.7357 12.9446 704.142029 ] [ -12.6197 13.4407 703.460022 ]
[  4.66492  -8.16161 705.861  ] , [ 5.06832 -9.63984 707.606995 ] [ 6.26241 -8.18806 707.486023 ] [ 5.16789 -7.91723 708.002014 ]
[  7.12534  -2.9183  706.675  ] , [ 7.61001 -2.25812 707.557007 ] [ 6.8466 -2.7457 707.960022 ] [ 7.43094 -3.27764 706.755981 ]
[ -7.99886   1.50095 702.164  ] , [ -8.05892 1.0897 701.406982 ] [ -6.78509 2.0548 702.10199 ] [ -8.25624 1.39996 703.692993 ]
[ 11.8574  10.3435 704.101 ] , [ 11.7558 9.71346 703.640015 ] [ 12.1584 10.3465 702.942017 ] [ 11.0709 10.6472 704.869019 ]
[ 11.1588  16.6434 704.506 ] , [ 11.2575 15.4853 705.804993 ] [ 10.8484 16.504801 704.437012 ] [ 11.119 17.554199 704.947998 ]
[  2.25206   2.02269 703.307  ] , [ 2.63468 2.63142 703.45697 ] [ 2.61778 -0.779822 701.767029 ] [ -0.820987 1.15187 702.645996 ]
[  2.01309   4.01767 703.004  ] , [ 2.64404 4.41724 703.481018 ] [ 0.722524 3.65023 703.73999 ] [ 0.983362 4.45544 703.312988 ]
[ -2.09112   1.3718  703.643  ] , [ -2.06297 1.06619 702.721985 ] [ -3.28794 1.44708 703.53302 ] [ -1.86117 1.87143 703.434021 ]
[ 10.9516    7.43568 700.716  ] , [ 11.8242 7.12113 699.607971 ] [ 11.7439 7.56214 701.38501 ] [ 10.9943 6.18876 700.497986 ]
[ -2.71358   3.53528 702.485  ] , [ -1.19871 4.62093 701.892029 ] [ -1.34725 4.5182 702.43103 ] [ -3.5346 4.03591 702.51001 ]
[-11.5979  16.4233 701.389 ] , [ -11.6828 16.946199 700.526978 ] [ -11.6544 16.261 700.27002 ] [ -11.5364 16.333799 701.625977 ]
[ -4.41943  -3.46156 702.697  ] , [ -3.9753 -3.75038 702.200989 ] [ -5.66804 -4.26683 702.757019 ] [ -4.68209 -2.78541 702.888977 ]
[-1.52920e+00 -3.60508e-01  7.02253e+02] , [ -1.66101 -1.16652 701.952026 ] [ -2.06297 1.06619 702.721985 ] [ -0.820987 1.15187 702.645996 ]
[ -9.50283   2.44634 696.715  ] , [ -9.39964 1.61934 696.43103 ] [ -9.78301 2.11814 697.838989 ] [ -9.53342 2.18897 695.494019 ]
[ -6.25951   2.0467  698.112  ] , [ -5.20488 2.53327 698.258972 ] [ -6.49576 1.88201 698.916992 ] [ -6.32948 1.65757 697.846985 ]
[-13.3599  10.5778 700.889 ] , [ -13.628 10.9563 699.905029 ] [ -13.4343 9.85274 701.310974 ] [ -13.531 11.4255 701.190002 ]
[  6.07113  -3.61722 701.671  ] , [ 5.80521 -5.3634 702.012024 ] [ 5.66475 -3.46105 701.392029 ] [ 5.88694 -3.07174 701.901978 ]
[  5.9635   -2.05011 703.199  ] , [ 6.06507 -2.80402 703.432983 ] [ 6.00783 -2.18368 702.513977 ] [ 6.13446 -1.86478 703.73999 ]
[2.39915e+00 1.58826e-01 7.02065e+02] , [ 2.63468 2.63142 703.45697 ] [ 2.61778 -0.779822 701.767029 ] [ -0.820987 1.15187 702.645996 ]
[ 11.4313  13.5182 702.099 ] , [ 12.0736 12.3655 702.447998 ] [ 12.7847 11.9243 700.625 ] [ 11.2741 14.3698 702.700012 ]
[  9.26666  19.1537  703.043  ] , [ 9.57112 19.992399 702.10199 ] [ 10.2593 20.509399 704.388 ] [ 10.1534 19.511999 702.270996 ]
[-12.3101  21.0458 702.995 ] , [ -12.1147 20.040199 701.81897 ] [ -11.4715 19.7349 702.731018 ] [ -11.3774 20.9862 702.857971 ]
[ -6.08232  26.3971  700.553  ] , [ -4.80924 25.963699 699.630005 ] [ -6.30191 26.237499 700.570007 ] [ -6.57475 27.2316 701.583984 ]
[ -5.19666  -7.30305 701.185  ] , [ -4.48262 -7.90115 701.562988 ] [ -5.21284 -10.3824 701.416016 ] [ -5.36441 -6.99154 701.905029 ]
[-11.9407    3.99174 700.146  ] , [ -11.8047 4.09142 699.596985 ] [ -11.5921 4.18376 700.710999 ] [ -12.5644 5.101 699.901001 ]
[  8.37494  22.2679  702.098  ] , [ 8.38673 22.582899 701.775024 ] [ 8.21717 21.9489 702.447021 ] [ 8.73069 21.426001 701.877014 ]
[  4.99397  26.68    700.668  ] , [ 5.22593 26.1667 701.278015 ] [ 5.10306 26.6581 700.424988 ] [ 4.47004 26.138201 700.565002 ]
[  1.49022  26.6224  700.662  ] , [ 2.51069 26.078199 700.559998 ] [ 1.889 23.8248 698.239014 ] [ 1.44574 26.708 700.77002 ]
[ -1.44224  29.3581  703.679  ] , [ -2.40083 29.0504 703.375977 ] [ -1.17842 29.742599 704.382019 ] [ -1.30411 28.528099 702.653992 ]
[ -2.13123  26.8271  700.463  ] , [ -1.9059 26.1115 699.632996 ] [ -3.70365 25.8571 699.330017 ] [ -1.97676 27.069799 700.676025 ]
[  2.7174   -2.05405 701.333  ] , [ 3.75362 -1.60816 701.434998 ] [ 3.56738 -3.05289 701.028992 ] [ 3.34908 -1.00705 701.635986 ]
[ -0.951972  -2.59459  701.301   ] , [ 1.29936 -2.22413 701.280029 ] [ 0.139865 -3.45722 700.874023 ] [ -1.45253 -2.43295 701.494019 ]
[  6.19711   4.14511 699.958  ] , [ 5.44883 3.52723 698.922974 ] [ 6.77049 4.2515 700.749023 ] [ 4.93993 4.3246 700.427002 ]
[  2.0485    3.77406 699.125  ] , [ 2.29076 4.02276 699.63501 ] [ 1.47364 3.88317 699.530029 ] [ 1.61397 2.79805 697.330017 ]
[ -2.21619   3.26105 698.456  ] , [ -1.09442 2.92788 697.942017 ] [ -2.59647 3.44913 698.906006 ] [ -3.05393 3.03163 697.86499 ]
[ 10.2549  16.3279 700.357 ] , [ 10.2553 16.949499 698.653015 ] [ 10.4587 16.9949 700.455017 ] [ 11.0135 15.9449 700.31897 ]
[  8.02468  24.9637  702.036  ] , [ 8.46635 24.0215 701.646973 ] [ 8.42783 26.013599 701.474976 ] [ 7.60543 24.3636 701.875 ]
[  3.31069  -4.45756 701.823  ] , [ 3.8006 -4.99614 700.653992 ] [ 2.54119 -3.36152 700.973999 ] [ 3.56738 -3.05289 701.028992 ]
[-4.93484e-01 -5.03175e+00  7.00504e+02] , [ -0.267342 -4.84253 700.505981 ] [ 0.004752 -5.93361 700.177979 ] [ -1.17369 -4.80793 700.570007 ]
[ 11.5244  13.7357 697.551 ] , [ 12.5127 13.4382 697.776978 ] [ 12.3907 13.3024 697.049988 ] [ 11.5349 15.0347 697.716003 ]
[ 12.4005  10.7538 699.415 ] , [ 13.005 10.3317 699.802979 ] [ 12.8796 11.6699 697.494019 ] [ 12.9263 11.8425 699.226013 ]
[-12.2109  13.7837 698.656 ] , [ -12.698 13.3367 698.857971 ] [ -11.9025 14.8732 699.054016 ] [ -11.5129 14.681 697.794006 ]
[4.58567e-01 2.42193e+01 6.98120e+02] , [ 0.18523 21.5832 695.35498 ] [ -0.955925 23.240999 696.804993 ] [ 0.686857 24.630199 698.578979 ]
[  4.44242  25.6577  699.876  ] , [ 4.10944 26.0305 699.679993 ] [ 4.47004 26.138201 700.565002 ] [ 4.90878 27.0993 699.281006 ]
[  0.747701  -6.48217  700.474   ] , [ 0.830553 -7.89534 699.820984 ] [ 0.004752 -5.93361 700.177979 ] [ 1.61847 -5.82112 700.400024 ]
[ 10.0751  16.2624 696.024 ] , [ 10.0396 16.450399 694.565002 ] [ 10.0129 16.438999 696.447021 ] [ 10.4649 15.8627 696.252991 ]
[  2.91858  24.7533  698.6    ] , [ 3.21698 24.6448 698.229004 ] [ 2.67939 24.1488 698.442017 ] [ 3.37391 25.1991 699.156982 ]
[ -2.50529  24.1309  697.626  ] , [ -1.61919 24.627899 698.252014 ] [ -3.04127 22.8834 696.432007 ] [ -2.63031 24.261 697.827026 ]
[ -7.78433   1.52802 693.752  ] , [ -8.73813 1.64755 692.648987 ] [ -8.89859 1.1426 693.781006 ] [ -9.18623 1.60729 694.560974 ]
[ -5.30151    0.958988 695.116   ] , [ -5.04358 1.12281 695.65802 ] [ -5.85287 -0.035919 694.588013 ] [ -5.0854 0.347259 694.883972 ]
[ -5.86854  23.198   697.802  ] , [ -5.04752 23.145399 697.585022 ] [ -5.7516 22.013901 697.409973 ] [ -6.5117 22.98 698.538025 ]
[  5.95797   2.44305 696.342  ] , [ 6.38693 2.19204 696.046997 ] [ 5.22423 3.01281 697.637024 ] [ 4.91857 2.34619 696.742004 ]
[ -9.47204  22.0231  697.716  ] , [ -8.20519 22.532 696.320984 ] [ -8.3458 23.4863 697.370972 ] [ -7.7931 23.509199 698.723022 ]
[  9.4609  21.501  697.04  ] , [ 9.02259 21.064699 696.992004 ] [ 9.43594 23.346201 696.937012 ] [ 9.40222 21.0208 698.672974 ]
[  9.81136   5.45179 695.492  ] , [ 10.6742 5.1053 697.273987 ] [ 10.7343 5.36921 694.435974 ] [ 10.8967 5.67877 696.13501 ]
[-12.1065  18.6668 699.601 ] , [ -11.7296 17.73 698.406006 ] [ -12.0391 18.366699 699.828003 ] [ -12.5764 19.9489 698.695984 ]
[-4.89376e-03  2.16337e+01  6.95325e+02] , [ 0.18523 21.5832 695.35498 ] [ -0.574915 21.503099 695.09198 ] [ -0.955925 23.240999 696.804993 ]
[  2.32792  21.8561  695.746  ] , [ 2.82944 22.049999 695.718018 ] [ 2.6388 20.966 695.408997 ] [ 2.17897 22.5432 696.737 ]
[ -2.59525  21.4495  694.909  ] , [ -1.69597 21.191999 694.731018 ] [ -3.13539 21.092899 694.843994 ] [ -2.27516 22.6003 696.054993 ]
[  9.37556  19.0939  698.902  ] , [ 9.14028 17.9576 697.028992 ] [ 9.49849 19.1744 698.822021 ] [ 10.1682 18.081699 700.35199 ]
[  2.1045    1.77577 695.945  ] , [ 1.64198 1.97103 696.262024 ] [ 2.73858 0.830111 694.966003 ] [ 3.18761 2.12997 696.218018 ]
[ 11.9818    8.66692 696.405  ] , [ 12.1556 7.71135 698.039001 ] [ 12.2608 8.34158 696.234009 ] [ 12.4628 9.36337 696.570984 ]
[ 11.98    10.9368 694.243 ] , [ 11.704 10.9163 693.184021 ] [ 11.2858 12.011 694.263977 ] [ 11.4044 10.8989 695.062012 ]
[ -5.33095  20.0753  695.513  ] , [ -5.69104 21.0853 696.729004 ] [ -4.6851 20.7644 695.695007 ] [ -5.59878 19.264299 694.909973 ]
[-12.612   8.13  697.63 ] , [ -12.3567 10.5264 697.455017 ] [ -12.7655 7.61699 697.289001 ] [ -13.0846 9.63125 698.221008 ]
[ -8.51675  18.8615  695.51   ] , [ -7.02282 19.437799 694.969971 ] [ -8.06188 18.5639 694.335022 ] [ -8.99498 19.815201 694.223022 ]
[  3.76103  22.9987  695.447  ] , [ 3.87733 22.857901 694.747009 ] [ 2.82944 22.049999 695.718018 ] [ 3.48476 23.8428 695.676025 ]
[-11.1429  16.2564 696.738 ] , [ -11.4256 17.625799 696.34198 ] [ -11.2335 15.55 697.174011 ] [ -11.3788 16.928801 696.84198 ]
[ -4.54465  -1.75524 693.221  ] , [ -4.66723 -3.0887 692.732971 ] [ -4.09386 -1.73745 693.078979 ] [ -4.95789 -1.61925 693.327026 ]
[ -1.69606   1.17235 695.651  ] , [ -1.59681 1.29641 695.827026 ] [ -3.04016 1.28733 695.817017 ] [ -2.10228 0.403042 695.002991 ]
[-12.9177  11.9543 695.559 ] , [ -12.8863 11.9412 694.947998 ] [ -12.6109 11.8829 697.502991 ] [ -12.4309 12.6188 697.273987 ]
[  2.18709   -0.924694 693.068   ] , [ 1.31641 -1.52999 692.039001 ] [ 2.91197 -1.41142 692.486023 ] [ 2.13731 -0.028629 693.788025 ]
[-10.2734  14.3139 694.098 ] , [ -10.2714 14.9409 694.903992 ] [ -10.3241 14.3414 694.038025 ] [ -10.6801 14.4569 695.280029 ]
[  7.37482  18.1898  694.755  ] , [ 7.66621 18.5242 694.987976 ] [ 8.08403 18.089001 695.369019 ] [ 6.77352 18.182301 694.491028 ]
[ -1.3716   -1.32202 693.1    ] , [ -1.28751 -1.69463 692.750977 ] [ -0.03662 -0.124366 693.841003 ] [ -1.67235 -0.875045 693.653992 ]
[-11.5745    5.93645 694.458  ] , [ -11.6376 6.31972 693.784973 ] [ -11.8025 5.79402 694.481995 ] [ -11.8612 6.78645 694.828003 ]
[ 10.8839  13.1162 693.144 ] , [ 11.0143 12.7738 692.242004 ] [ 11.0282 13.6595 692.447021 ] [ 10.8359 13.1405 693.632019 ]
[  7.93047  15.9456  691.026  ] , [ 7.86977 16.464199 692.820984 ] [ 8.74951 15.6511 690.455994 ] [ 7.09141 16.0805 691.593994 ]
[-6.80075e+00 -4.91580e-01  6.91632e+02] , [ -7.01677 -1.19845 693.137024 ] [ -7.80802 -1.21815 692.184021 ] [ -6.66684 -2.1215 692.45697 ]
[ -7.46982  15.9392  693.252  ] , [ -8.79248 15.1974 693.145996 ] [ -7.03106 16.5214 693.348999 ] [ -8.3539 14.4196 691.895996 ]
[  5.74657  -1.04718 693.706  ] , [ 6.10137 -1.47071 693.674988 ] [ 5.02554 0.009801 694.559021 ] [ 4.03122 -1.00354 693.405029 ]
[ -8.0095    1.86227 689.646  ] , [ -7.60787 1.54547 688.015015 ] [ -7.66962 1.58408 689.997986 ] [ -8.13903 2.31416 689.820984 ]
[  4.79694  16.1338  690.518  ] , [ 3.4239 16.587601 690.276001 ] [ 5.41444 16.111799 690.875 ] [ 4.22974 14.8303 688.460022 ]
[ -2.64087  19.2051  691.876  ] , [ -2.5138 19.021299 691.544983 ] [ -3.59332 19.6308 693.388 ] [ -2.13913 20.4813 693.914001 ]
[ -4.77362  -4.71573 691.404  ] , [ -5.33699 -4.9072 690.909973 ] [ -4.77355 -5.261 691.057983 ] [ -4.79238 -4.13349 692.156006 ]
[9.16044e+00 4.94334e-01 6.92289e+02] , [ 9.30413 0.61314 693.494019 ] [ 8.71407 0.24493 692.304016 ] [ 9.68397 0.797794 691.752014 ]
[ -5.3091  18.0301 692.289 ] , [ -4.64849 17.992701 691.585022 ] [ -5.46768 16.808901 691.083984 ] [ -5.52085 18.0369 693.247009 ]
[-1.05956e-01  1.93122e+01  6.92232e+02] , [ 0.321266 18.877899 691.554016 ] [ -0.494767 18.940701 691.241028 ] [ 0.526912 19.716499 693.156982 ]
[-10.5711    4.32711 691.26   ] , [ -9.93381 4.31315 689.85199 ] [ -11.1557 4.08048 692.642029 ] [ -10.4281 4.73359 691.114014 ]
[ 10.7692    7.69536 691.956  ] , [ 10.1394 7.55339 690.98999 ] [ 10.8428 7.81373 692.322021 ] [ 10.2304 6.63294 690.460999 ]
[ -1.41162  -3.86186 690.546  ] , [ -1.55775 -5.22756 689.367981 ] [ -1.24407 -3.56361 690.880005 ] [ -2.40977 -4.52177 690.52301 ]
[  9.30105   4.0082  689.641  ] , [ 9.6924 3.12561 690.776001 ] [ 9.42853 2.56543 689.857971 ] [ 9.09513 4.42092 689.127991 ]
[  2.19538  -3.61802 690.152  ] , [ 2.20696 -4.60783 689.583008 ] [ 2.39649 -3.41668 690.442017 ] [ 1.21656 -2.89514 690.715027 ]
[  5.65152  -4.27767 690.655  ] , [ 4.94966 -4.53421 690.468018 ] [ 6.05193 -4.98119 690.208984 ] [ 5.38149 -3.79371 691.163025 ]
[  8.01147  -2.34262 689.377  ] , [ 8.11279 -2.10713 690.343018 ] [ 8.22249 -3.69091 688.745972 ] [ 8.55867 -2.1207 689.68103 ]
[ -6.93142  -3.44364 689.846  ] , [ -6.7403 -4.23489 688.934021 ] [ -7.36118 -2.82146 690.492981 ] [ -7.44962 -2.76006 690.031006 ]
[  2.11754  18.8903  692.999  ] , [ 1.25506 18.2024 691.16803 ] [ 0.526912 19.716499 693.156982 ] [ 2.35598 19.0543 693.435974 ]
[1.60644e-02 1.72879e+01 6.88864e+02] , [ 0.472902 16.5952 687.978027 ] [ -0.310774 17.8496 689.552979 ] [ 0.397713 17.5264 689.315979 ]
[ -6.1142   -5.79822 687.539  ] , [ -6.06823 -6.18862 686.5 ] [ -6.01706 -6.16056 687.419006 ] [ -6.54686 -5.01888 688.241028 ]
[ -4.32577  -7.31346 689.06   ] , [ -4.28933 -6.99906 689.372009 ] [ -4.45661 -7.27836 688.223022 ] [ -3.84676 -7.72807 688.812012 ]
[ -7.01683   -0.750447 687.727   ] , [ -6.87162 -1.19075 687.276001 ] [ -7.41067 0.904212 689.489014 ] [ -6.99996 -0.419505 687.424011 ]
[ -5.23072  15.8615  689.101  ] , [ -3.91921 16.5777 688.95697 ] [ -5.03349 15.2887 688.734985 ] [ -5.08127 16.3335 689.872009 ]
[ -7.17757  13.9489  690.169  ] , [ -6.35758 12.6569 687.882996 ] [ -7.5424 14.1337 690.612 ] [ -6.56268 14.8257 690.408997 ]
[  2.33013  16.699   689.667  ] , [ 2.68287 16.5355 689.64801 ] [ 1.55558 16.2841 688.23999 ] [ 1.25506 18.2024 691.16803 ]
[ -2.66351  16.8717  688.752  ] , [ -2.52357 16.496599 688.195007 ] [ -3.22822 18.334999 690.83197 ] [ -1.86263 18.6068 690.646973 ]
[  1.79594  -6.6236  687.989  ] , [ 1.51291 -6.55912 688.054016 ] [ 2.48604 -7.95302 687.294983 ] [ 2.70586 -5.86023 688.689026 ]
[ -1.38802  -6.58838 688.388  ] , [ -0.529624 -5.48297 688.835999 ] [ -1.67664 -6.39275 688.564026 ] [ 0.282133 -8.44253 686.937988 ]
[-10.1523   7.1149 689.621 ] , [ -10.001 7.68788 689.617981 ] [ -9.0796 7.03911 689.721985 ] [ -10.2584 6.54473 690.578003 ]
[  9.80664   9.78799 690.114  ] , [ 9.99216 9.88849 690.026001 ] [ 10.1445 8.35901 690.968018 ] [ 8.92059 8.7902 689.578979 ]
[  5.22552  -7.26721 688.156  ] , [ 5.50766 -7.27528 686.929993 ] [ 5.2343 -7.09415 688.356995 ] [ 5.05181 -7.49409 687.836975 ]
[  6.70111  -4.68907 686.243  ] , [ 7.47568 -5.27678 686.862976 ] [ 6.92193 -5.09294 685.495972 ] [ 7.432 -3.70321 686.047974 ]
[ -8.37167   4.40105 687.679  ] , [ -7.28712 4.04404 686.854004 ] [ -7.67801 2.92609 687.47998 ] [ -8.59986 4.57685 687.963013 ]
[  8.57077   6.80533 687.432  ] , [ 8.21742 7.13853 688.039978 ] [ 7.79478 6.69873 687.184021 ] [ 8.84962 8.30125 687.153015 ]
[  7.193   12.5363 687.728 ] , [ 8.26391 13.7616 688.307007 ] [ 9.05742 12.9839 687.85199 ] [ 6.6449 12.3283 687.653992 ]
[ -7.14739   1.76991 685.824  ] , [ -7.07425 1.35502 684.5 ] [ -7.41567 1.12083 686.187012 ] [ -6.74665 3.5326 685.804016 ]
[-10.0701  13.2931 690.323 ] , [ -9.6551 14.0753 692.127014 ] [ -9.75479 13.1088 689.559998 ] [ -11.061 12.9473 689.953003 ]
[ -9.33505  10.5011  687.169  ] , [ -9.22565 9.47972 686.856995 ] [ -9.96367 9.99696 687.254028 ] [ -9.23968 10.7663 687.325012 ]
[ -6.82161  11.5111  687.305  ] , [ -6.68658 10.3722 686.487 ] [ -6.88616 11.7159 687.481995 ] [ -5.93774 12.2764 687.112 ]
[  4.60279  13.4129  687.454  ] , [ 5.02763 12.3928 687.11499 ] [ 4.28359 13.6134 687.434998 ] [ 5.067 14.4042 688.552979 ]
[ -3.60406  -8.85195 686.492  ] , [ -3.94996 -8.24408 686.846985 ] [ -3.91672 -8.5172 685.984985 ] [ -3.15936 -8.81027 686.596008 ]
[ -1.4275   -9.17395 686.835  ] , [ -1.50511 -10.1003 686.150024 ] [ -1.14888 -9.76397 686.734985 ] [ -1.86168 -8.87369 687.257996 ]
[  4.24808  -9.67334 684.572  ] , [ 4.50304 -9.32689 683.372009 ] [ 4.18207 -9.40403 685.080017 ] [ 3.97166 -9.63442 683.869019 ]
